"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/23/2013","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0920 LU","0.30","debit","Service Fee","Spend - everyday spending","",""
"9/23/2013","PayPal","ACH WEB-SINGLE 4CCJ27FYTG4JQ PAYPAL ECHECK","210.61","debit","Shopping","Spend - everyday spending","",""
"9/23/2013","Check 176","CHECK 176 072681803","850.00","debit","Check","Spend - everyday spending","",""
"9/22/2013","H&M","H&M #153@MILPITAS","10.82","debit","Clothing","Chase Southwest CC","",""
"9/22/2013","Mouser Electronics Dis","MOUSER ELECTRONICS DIS","1.51","debit","Uncategorized","Chase Southwest CC","",""
"9/22/2013","Mouser Electronics Dis","MOUSER ELECTRONICS DIS","41.94","debit","Uncategorized","Chase Southwest CC","",""
"9/20/2013","Carnegie Mellon Entrop","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON ENTROP PITTSBURGH PA","7.60","debit","Uncategorized","Spend - everyday spending","",""
"9/19/2013","Quiznos","QUIZNOS SUB #11771","7.37","debit","Fast Food","Chase Southwest CC","",""
"9/19/2013","Hilton","CHECK CARD PURCHASE XXXXX4884 HILTON GARDEN INN PITTSBURGH PA","682.38","debit","Hotel","Spend - everyday spending","",""
"9/19/2013","Vis Supershuttle Execucars","CHECK CARD CREDIT 7897740002 VIS 0917 SUPERSHUTTLE EXECUCARS XXXXX3826 CA","25.00","credit","Income","Spend - everyday spending","",""
"9/19/2013","Carnegie Mellon Dining","CHECK CARD PURCHASE XXXXX4884 CARNEGIE MELLON DINING PITTSBURGH PA","3.50","debit","Restaurants","Spend - everyday spending","",""
"9/18/2013","Sq Adgo Taxi","SQ *ADGO TAXI","33.47","debit","Rental Car & Taxi","Chase Southwest CC","",""
"9/18/2013","Panda Express","PANDA EXPRESS L200","8.98","debit","Fast Food","Chase Southwest CC","",""
"9/18/2013","Avis","CHECK CARD PURCHASE XXXXX4884 AVIS RENT-A-CAR 1 PITTSBURGH PA","224.94","debit","Rental Car & Taxi","Spend - everyday spending","",""
"9/18/2013","Sunoco","POS PURCHASE POS41978801 0455881 SUNOCO 0066909 PITTSBURGH PA","15.22","debit","Gas & Fuel","Spend - everyday spending","",""
"9/18/2013","Supershuttle","CHECK CARD PURCHASE XXXXX4884 SUPERSHUTTLE EXECUCARS XXXXX3826 CA","25.00","debit","Auto & Transport","Spend - everyday spending","",""
"9/18/2013","Linkedin Corpora","CORPORATE ACH 100811967 LINKEDIN CORPORA 100811967","160.00","credit","Income","Spend - everyday spending","",""
"9/17/2013","Razzy Fresh","RAZZY FRESH","3.57","debit","Restaurants","Chase Southwest CC","",""
"9/17/2013","Rose Tea Cafe","ROSE TEA CAFE","38.00","debit","Coffee Shops","Chase Southwest CC","",""
"9/17/2013","Parking In Pittsburgh","CHECK CARD PURCHASE XXXXX4884 PARKING IN PITTSBURGH PITTSBURGH PA","1.00","debit","Parking","Spend - everyday spending","",""
"9/17/2013","Banana Br Epay","ACH WEBSINGLE XXXXX1015 BANANA VISA BR EPAY","1500.00","debit","Bills & Utilities","Spend - everyday spending","",""
"9/17/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"9/16/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX7372 XXXXX9792 TX","68.90","debit","Air Travel","Spend - everyday spending","",""
"9/16/2013","Silk Elephant","CHECK CARD PURCHASE XXXXX4884 SILK ELEPHANT PITTSBURGH PA","58.67","debit","Restaurants","Spend - everyday spending","",""
"9/16/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX7384 XXXXX9792 TX","2.50","debit","Air Travel","Spend - everyday spending","",""
"9/16/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","2.00","debit","Uncategorized","Spend - everyday spending","",""
"9/16/2013","McDonald's","CHECK CARD PURCHASE XXXXX4884 MCDONALD&#039;S F17276 CHICAGO IL","5.30","debit","Fast Food","Spend - everyday spending","",""
"9/16/2013","PayPal","ACH WEB-SINGLE J22222248QHFL PAYPAL INST XFER","1000.00","debit","Shopping","Spend - everyday spending","",""
"9/16/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX7153 XXXXX9792 TX","2.50","debit","Air Travel","Spend - everyday spending","",""
"9/16/2013","Supershuttle","CHECK CARD PURCHASE XXXXX4884 SUPERSHUTTLE EXECUCARS XXXXX3826 CA","22.50","debit","Auto & Transport","Spend - everyday spending","",""
"9/16/2013","Staples","GOOGLE *Staples","5.44","debit","Office Supplies","Chase freedom CC","",""
"9/16/2013","Sun Penang","SUN PENANG","32.80","debit","Restaurants","Chase Southwest CC","",""
"9/16/2013","Bagel Facto","PITTSBURGH BAGEL FACTO","1.61","debit","Uncategorized","Chase Southwest CC","",""
"9/13/2013","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"9/13/2013","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"9/13/2013","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","1.12","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"9/13/2013","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"9/13/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX0082ZD LINKEDIN CORPORA DIRECT DEP","2450.75","credit","Paycheck","Spend - everyday spending","",""
"9/13/2013","Interest Charge","PURCHASE INTEREST CHARGE","13.93","debit","Finance Charge","Chase freedom CC","",""
"9/12/2013","ATM Fee","ATM WITHDRAWAL MACTX52391N0911 4884 41 SERRA WAY STE 1 MILPITAS CA","2.25","debit","ATM Fee","Spend - everyday spending","",""
"9/12/2013","ATM Withdrawal Mactx 41 Serra Way Suite 1","ATM WITHDRAWAL MACTX52391N0911 4884 41 SERRA WAY STE 1 MILPITAS CA","200.00","debit","Cash & ATM","Spend - everyday spending","",""
"9/12/2013","Stein Mountain Vi","CHECK CARD PURCHASE XXXXX4884 STEIN&#039;S MOUNTAIN VI CA","23.00","debit","Groceries","Spend - everyday spending","",""
"9/12/2013","ATM Withdrawal Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"9/11/2013","Chase CC payment","ACH DEBIT XXXXX2097 CHASE AUTOPAY","25.00","debit","Credit card","Spend - everyday spending","",""
"9/11/2013","Molly Magees Mountain","CHECK CARD PURCHASE XXXXX4884 MOLLY MAGEES MOUNTAIN VI CA","12.00","debit","Alcohol & Bars","Spend - everyday spending","",""
"9/11/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","2.00","debit","Uncategorized","Spend - everyday spending","",""
"9/10/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"9/10/2013","Transfer from Spend - everyday spending","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase freedom CC","",""
"9/10/2013","Century Theaters","CENTURY THEATRES 399","10.75","debit","Movies & DVDs","Chase Southwest CC","",""
"9/09/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","10.00","debit","Restaurants","Spend - everyday spending","",""
"9/09/2013","Michaels","POS PURCHASE POS001 1644138 MICHAELS STORE MILPITAS CA","6.50","debit","Hobbies","Spend - everyday spending","",""
"9/09/2013","Sino","SINO","55.00","debit","Uncategorized","Chase Southwest CC","",""
"9/09/2013","Union 76","76","58.45","debit","Gas & Fuel","Chase Southwest CC","",""
"9/09/2013","Ross","ROSS STORES #319","21.73","debit","Clothing","Chase Southwest CC","",""
"9/08/2013","Interest Charge","PURCHASE INTEREST CHARGE","18.65","debit","Finance Charge","Chase Southwest CC","",""
"9/06/2013","Chase CC payment","ACH DEBIT XXXXX2437 CHASE AUTOPAY","42.00","debit","Credit card","Spend - everyday spending","",""
"9/05/2013","Banana Br Epay","ACH WEBSINGLE XXXXX8870 BANANA VISA BR EPAY","1000.00","debit","Bills & Utilities","Spend - everyday spending","",""
"9/05/2013","A Palo Alto Cab","CHECK CARD PURCHASE XXXXX4884 NOLA PALO ALTO CA","10.00","debit","Rental Car & Taxi","Spend - everyday spending","",""
"9/05/2013","Walgreens","GOOGLE *Walgreens Co","4.12","debit","Pharmacy","Chase freedom CC","",""
"9/05/2013","Mouser Electronics Dis","MOUSER ELECTRONICS DIS","56.92","debit","Uncategorized","Chase Southwest CC","",""
"9/05/2013","Transfer from Spend - everyday spending","AUTOMATIC PAYMENT - THANK","42.00","credit","Credit Card Payment","Chase Southwest CC","",""
"9/04/2013","Walgreens","GOOGLE *Walgreens Co","13.57","debit","Pharmacy","Chase freedom CC","",""
"9/04/2013","Denny's","CHECK CARD PURCHASE XXXXX4884 DENNY&#039;S #7893 BUTTONWILLO CA","32.93","debit","Restaurants","Spend - everyday spending","",""
"9/04/2013","PayPal","ACH WEB-SINGLE 4CCJ27EL3KB4E PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"9/04/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"9/03/2013","Chevron","CHECK CARD PURCHASE XXXXX4884 CHEVRON 00203552 HOLLISTER CA","20.58","debit","Gas & Fuel","Spend - everyday spending","",""
"9/03/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","7.00","debit","Restaurants","Spend - everyday spending","",""
"9/03/2013","Transfer to Bank of America Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit card","Spend - everyday spending","",""
"9/03/2013","Pham Si Capitalone","ACH CREDIT XXXXX2156 PHAM,SI CAPITALONE","800.00","credit","Income","Spend - everyday spending","",""
"9/03/2013","Transfer from Spend - everyday spending","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"8/30/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX5652ZD LINKEDIN CORPORA DIRECT DEP","2450.75","credit","Paycheck","Spend - everyday spending","",""
"8/29/2013","Audible.com","CHECK CARD PURCHASE XXXXX4884 Audible XXXXX5051 NJ","14.95","debit","Books","Spend - everyday spending","",""
"8/29/2013","ATM Fee Reimbursement","ATM TRANSACTION FEE REIMBURSEMENT","2.50","credit","Income","Spend - everyday spending","",""
"8/28/2013","Rebtel Services Luxembourg","REBTEL SERVICES LUXEMBOURG LU","10.00","debit","Uncategorized","6605","",""
"8/27/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"8/27/2013","Geico","RECURRING CHECK CARD XXXXX4239 GEICO XXXXX3000 DC","90.77","debit","Auto Insurance","Spend - everyday spending","",""
"8/23/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","24.00","debit","Uncategorized","Spend - everyday spending","",""
"8/22/2013","California Academy Ca","CHECK CARD PURCHASE XXXXX4884 CALIFORNIA ACADEMY OF XXXXX8000 CA","12.00","debit","Uncategorized","Spend - everyday spending","",""
"8/21/2013","ATM Fee","ATM WITHDRAWAL MACTX01609N0820 4884 593 HAIGHT ST SAN FRANCISC CA","2.25","debit","ATM Fee","Spend - everyday spending","",""
"8/21/2013","ATM Withdrawal Mactx 593 Haight Street","ATM WITHDRAWAL MACTX01609N0820 4884 593 HAIGHT ST SAN FRANCISC CA","200.00","debit","Cash & ATM","Spend - everyday spending","",""
"8/21/2013","Amazon","ACH DEBIT XXXXX6389 AMAZON PAYMENT","150.00","debit","Shopping","Spend - everyday spending","",""
"8/21/2013","PayPal","ACH WEB-SINGLE 4CCJ27D6VSDY4 PAYPAL ECHECK","240.88","debit","Shopping","Spend - everyday spending","",""
"8/21/2013","ATM Withdrawal Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"8/20/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","150.00","debit","Transfer","Spend - everyday spending","",""
"8/20/2013","PayPal","ACH WEB-SINGLE 4CCJ27D5BCNTA PAYPAL INST XFER","1500.00","debit","Shopping","Spend - everyday spending","",""
"8/19/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","6.00","debit","Uncategorized","Spend - everyday spending","",""
"8/19/2013","Paymentto Mochi X","PaymentTo Mochi&#x27s Flowers","81.56","debit","Uncategorized","PayPal Smart Connect","",""
"8/15/2013","Target","GOOGLE *Target","2.27","debit","Shopping","Chase freedom CC","",""
"8/15/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX1002ZD LINKEDIN CORPORA DIRECT DEP","2450.75","credit","Paycheck","Spend - everyday spending","",""
"8/14/2013","Staples","GOOGLE *Staples","75.21","debit","Office Supplies","Chase freedom CC","",""
"8/14/2013","Zipcar","ZIPCAR INC.","35.00","debit","Rental Car & Taxi","Chase freedom CC","",""
"8/14/2013","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2013","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2013","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2013","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","1.28","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"8/13/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","200.00","debit","Transfer","Spend - everyday spending","",""
"8/13/2013","Interest Charge","PURCHASE INTEREST CHARGE","11.94","debit","Finance Charge","Chase freedom CC","",""
"8/13/2013","Southwest Airlines","SAL*SOUTHWEST AIR DEAL","391.54","credit","Air Travel","Chase Southwest CC","",""
"8/09/2013","Check 101","CHECK 101 075351108","500.00","debit","Check","Spend - everyday spending","",""
"8/08/2013","Honda","ACH DEBIT XXXXX2202E AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"8/08/2013","Interest Charge","PURCHASE INTEREST CHARGE","24.50","debit","Finance Charge","Chase Southwest CC","",""
"8/07/2013","Livingsocial","LIVINGSOCIAL*","19.00","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"8/06/2013","Banana Br Epay","ACH WEBSINGLE XXXXX5546 BANANA VISA BR EPAY","1500.00","debit","Bills & Utilities","Spend - everyday spending","",""
"8/06/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","200.00","debit","Transfer","Spend - everyday spending","",""
"8/05/2013","PayPal","ACH WEB-SINGLE 4CCJ27BDJM3J6 PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"8/02/2013","Transfer to Bank of America Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit card","Spend - everyday spending","",""
"8/02/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","0.99","debit","Music","Spend - everyday spending","",""
"8/01/2013","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"7/31/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX9392ZD LINKEDIN CORPORA DIRECT DEP","2450.75","credit","Paycheck","Spend - everyday spending","",""
"7/31/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX7532 XXXXX9792 TX","5.00","debit","Air Travel","Spend - everyday spending","",""
"7/29/2013","Audible.com","CHECK CARD PURCHASE XXXXX4884 Audible XXXXX5051 NJ","14.95","debit","Books","Spend - everyday spending","",""
"7/29/2013","Recurring Dailyburn Ny","RECURRING CHECK CARD XXXXX4209 DAILYBURN XXXXX1094 NY","15.00","debit","Uncategorized","Spend - everyday spending","",""
"7/29/2013","Rebtel Services Luxembourg","CHECK CARD PURCHASE XXXXX4884 REBTEL SERVICES LUXEMBOURG LU","10.00","debit","Uncategorized","Spend - everyday spending","",""
"7/29/2013","Ccj Ab Ff","ACH CREDIT 4CCJ27AB2FF9C PAYPAL TRANSFER","800.00","credit","Transfer","Spend - everyday spending","",""
"7/29/2013","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0728 LU","0.30","debit","Service Fee","Spend - everyday spending","",""
"7/29/2013","Geico","RECURRING CHECK CARD XXXXX4209 GEICO XXXXX3000 DC","90.77","debit","Auto Insurance","Spend - everyday spending","",""
"7/25/2013","Staples","GOOGLE *Staples","8.57","debit","Office Supplies","Chase freedom CC","",""
"7/25/2013","Office Depot","GOOGLE *Office Depot","5.44","debit","Office Supplies","Chase freedom CC","",""
"7/24/2013","PayPal","ACH WEB-SINGLE 4CCJ27A3GQEBY PAYPAL INST XFER","800.00","debit","Shopping","Spend - everyday spending","",""
"7/24/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","60.00","debit","Uncategorized","Spend - everyday spending","",""
"7/23/2013","Amazon","ACH WEBSINGLE XXXXX5177 AMAZON CREDIT AMZC EPAY","25.00","debit","Shopping","Spend - everyday spending","",""
"7/23/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","8.00","debit","Restaurants","Spend - everyday spending","",""
"7/22/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","7.25","debit","Restaurants","Spend - everyday spending","",""
"7/22/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","10.00","debit","Restaurants","Spend - everyday spending","",""
"7/22/2013","Joingroupercomcharge Ny","CHECK CARD PURCHASE XXXXX4884 JOINGROUPERCOMCHARGE XXXXX8174 NY","2.00","debit","Uncategorized","Spend - everyday spending","",""
"7/22/2013","Ccj M Kbuy","ACH CREDIT 4CCJ279M6KBUY PAYPAL TRANSFER","900.00","credit","Transfer","Spend - everyday spending","",""
"7/19/2013","Pham Si Capitalone","ACH CREDIT XXXXX2156 PHAM,SI CAPITALONE","1200.00","credit","Income","Spend - everyday spending","",""
"7/18/2013","Overdraft Fee","OVERDRAFT ITEM FEE","36.00","debit","Bank Fee","Spend - everyday spending","",""
"7/17/2013","Chase","ACH WEBSINGLE XXXXX7911 CHASE EPAY","500.00","debit","Restaurants","Spend - everyday spending","",""
"7/17/2013","Chase","ACH WEBSINGLE XXXXX8363 CHASE EPAY","500.00","debit","Restaurants","Spend - everyday spending","",""
"7/17/2013","Ckfxxxxx Bk Amer","ACH WEBSINGLE CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","377.00","debit","Credit Card Payment","Spend - everyday spending","",""
"7/16/2013","Transfer from Spend","BA ELECTRONIC PAYMENT","377.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"7/16/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","250.00","debit","Transfer","Spend - everyday spending","",""
"7/16/2013","PayPal","ACH WEB-SINGLE 4CCJ2799QWDDY PAYPAL INST XFER","2000.00","debit","Shopping","Spend - everyday spending","",""
"7/16/2013","Check 207","CHECK 207 077281506","500.00","debit","Check","Spend - everyday spending","",""
"7/16/2013","Transfer from Spend","Payment Thank You - Web","500.00","credit","Credit Card Payment","Chase freedom CC","",""
"7/16/2013","Transfer from Spend","Payment Thank You - Web","500.00","credit","Credit Card Payment","Chase Southwest CC","",""
"7/15/2013","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Interest Charged Purchases","Interest Charged on Purchases","4.68","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Seattle Parks and Recreation","SEATTLE PARKS AND REC SEATTLE WA","10.00","debit","Entertainment","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Kells Irish Restaurant & Pub","KELLS IRISH RESTAURANT SEATTLE WA","18.00","debit","Restaurants","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Avis","AVIS RENT-A-CAR 1 SEATTLE WA","85.24","debit","Rental Car & Taxi","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/15/2013","Gate","CHECK CARD PURCHASE XXXXX4884 GOLDEN GATE TOLL INVOI SAN FRANCIS CA","6.00","debit","Gas & Fuel","Spend - everyday spending","",""
"7/15/2013","PayPal","ACH WEB-SINGLE 4CCJ278XCXP28 PAYPAL INST XFER","12.60","debit","Shopping","Spend - everyday spending","",""
"7/15/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX4062ZD LINKEDIN CORPORA DIRECT DEP","2188.85","credit","Paycheck","Spend - everyday spending","",""
"7/12/2013","Interest Charge","PURCHASE INTEREST CHARGE","20.43","debit","Finance Charge","Chase freedom CC","",""
"7/11/2013","Transfer to CREDIT CARD","ACH DEBIT XXXXX2777 CHASE AUTOPAY","32.00","debit","Credit Card Payment","Spend - everyday spending","",""
"7/11/2013","Paymentto Squishable Com","PaymentTo Squishable.com","42.00","debit","Uncategorized","PayPal Smart Connect","",""
"7/11/2013","Paymentto Itx Usa","PaymentTo ITX USA LLC &#x2d Zara USD","244.61","debit","Uncategorized","PayPal Smart Connect","",""
"7/10/2013","Transfer from Spend","AUTOMATIC PAYMENT - THANK","32.00","credit","Credit Card Payment","Chase freedom CC","",""
"7/10/2013","Southwest Airlines","SOUTHWES    5262142724060","137.80","debit","Air Travel","Chase Southwest CC","",""
"7/09/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX2156 PHAM,SI CAPITALONE","250.00","debit","Transfer","Spend - everyday spending","",""
"7/09/2013","Ampco Int L","AMPCO-SAN JOSE INT'L AIRP","60.00","debit","Uncategorized","Chase Southwest CC","",""
"7/09/2013","Marina Grocery Milipitas","MARINA GROCERY MILIPITAS","32.83","debit","Groceries","Chase Southwest CC","",""
"7/08/2013","AMC","AMC BLOCK 30  04004370","12.00","debit","Movies & DVDs","Chase Southwest CC","",""
"7/08/2013","Interest Charge","PURCHASE INTEREST CHARGE","22.08","debit","Finance Charge","Chase Southwest CC","",""
"7/08/2013","IKEA","IKEA EAST PALO ALTO","83.84","debit","Furnishings","Chase Southwest CC","",""
"7/08/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","1.99","debit","Music","Spend - everyday spending","",""
"7/08/2013","Honda","ACH DEBIT XXXXX2202E AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"7/08/2013","Chase Autopay","ACH DEBIT XXXXX2253 CHASE AUTOPAY","25.00","debit","Credit Card Payment","Spend - everyday spending","",""
"7/08/2013","Banana Br Epay","ACH WEBSINGLE XXXXX1810 BANANA VISA BR EPAY","505.57","debit","Bills & Utilities","Spend - everyday spending","",""
"7/05/2013","Clear Wa","CHECK CARD PURCHASE XXXXX4884 CLEAR XXXXX2794 WA","34.99","debit","Internet","Spend - everyday spending","",""
"7/05/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX1992 XXXXX9792 TX","2.50","debit","Air Travel","Spend - everyday spending","",""
"7/05/2013","PayPal","ACH WEB-SINGLE 4CCJ2784RL87W PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"7/05/2013","Transfer from Spend","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase Southwest CC","",""
"7/05/2013","Southwest Airlines","SOUTHWES    5262141992554","68.48","debit","Air Travel","Chase Southwest CC","",""
"7/03/2013","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH MILPITAS CA","8.00","debit","Restaurants","Spend - everyday spending","",""
"7/02/2013","Transfer to Bank of America Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"7/02/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX8081 PHAM,SI CAPITALONE","250.00","debit","Transfer","Spend - everyday spending","",""
"7/01/2013","Ba Electronic","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"7/01/2013","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"7/01/2013","Walgreens","POS PURCHASE POS06119268 1679461 WALGREENS 342 MILPITAS CA","20.73","debit","Pharmacy","Spend - everyday spending","",""
"7/01/2013","Audible.com","CHECK CARD PURCHASE XXXXX4884 Audible XXXXX5051 NJ","14.95","debit","Books","Spend - everyday spending","",""
"7/01/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","5.98","debit","Music","Spend - everyday spending","",""
"7/01/2013","PayPal","ACH WEB-SINGLE 4CCJ277P944KL PAYPAL ECHECK","1444.17","debit","Shopping","Spend - everyday spending","",""
"6/30/2013","Century Theaters","CENTURY THEATRES 399","8.50","debit","Movies & DVDs","Chase Southwest CC","",""
"6/28/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX9472ZD LINKEDIN CORPORA DIRECT DEP","2188.85","credit","Paycheck","Spend - everyday spending","",""
"6/28/2013","Linkedin Corpora","CORPORATE ACH 100807572 LINKEDIN CORPORA 100807572","240.00","credit","Income","Spend - everyday spending","",""
"6/27/2013","Geico","RECURRING CHECK CARD XXXXX4178 GEICO XXXXX3000 DC","91.67","debit","Auto Insurance","Spend - everyday spending","",""
"6/27/2013","Paymentto Kate Spade","PaymentTo Kate Spade LLC","190.25","debit","Uncategorized","PayPal Smart Connect","",""
"6/26/2013","Pho Nguyen Restaurant","CHECK CARD PURCHASE XXXXX4884 PHO NGUYEN RESTAURANT MILPITAS CA","10.00","debit","Restaurants","Spend - everyday spending","",""
"6/26/2013","Five Star","PaymentTo FIVE STAR STORE CO.LIMITED","4.98","debit","Home","PayPal Smart Connect","",""
"6/25/2013","PayPal","ACH WEB-SINGLE 4CCJ2775B6W2N PAYPAL INST XFER","7.99","debit","Shopping","Spend - everyday spending","",""
"6/25/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX8081 PHAM,SI CAPITALONE","250.00","debit","Transfer","Spend - everyday spending","",""
"6/25/2013","Taxi Cab","TAXI CAB SERVICE","17.20","debit","Rental Car & Taxi","Chase Southwest CC","",""
"6/25/2013","Subway","SUBWAY        00389643","8.92","debit","Fast Food","Chase Southwest CC","",""
"6/25/2013","Ampco Int L","AMPCO-SAN JOSE INT'L AIRP","30.00","debit","Uncategorized","Chase Southwest CC","",""
